TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=EPISODIC_LEFTCORNER_MODEL
INCLUDE_DISCONTIGUITIES=false
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.1; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=true
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
193;28;10;16;ch;15;16;0;4;15;16;1;4;15;16;2;4;15;16;3;4;15;16;4;4;15;16;5;4;15;16;6;4;15;16;7;4;15;16;8;4;15;16;9;4;15;16;10;4;15;16;11;4;15;16;12;4;15;16;13;4;15;16;14;2;15;16;ran;2;15;16
194;39;12;23;ch;23;23;0;4;22;22;1;0;23;23;2;0;23;23;3;4;22;22;4;1;23;23;5;1;23;23;6;1;23;23;7;1;23;23;8;1;23;23;9;1;23;23;10;1;23;23;11;1;23;23;12;1;23;23;13;1;23;23;14;1;23;23;ran;2;22;24
195;9;8;7;ch;7;7;0;0;7;7;1;0;7;7;2;0;7;7;3;0;7;7;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;2;7;7
196;26;9;17;ch;16;17;0;1;16;16;1;1;16;16;2;1;16;16;3;1;16;16;4;1;16;16;5;1;16;16;6;1;16;16;7;1;16;16;8;1;16;16;9;1;16;16;10;1;16;16;11;1;16;16;12;0;16;17;13;0;16;17;14;0;16;17;ran;1;16;16
197;16;9;10;ch;8;9;0;0;8;9;1;1;9;10;2;1;9;10;3;1;9;10;4;1;9;10;5;1;9;10;6;1;9;10;7;1;9;10;8;1;9;10;9;1;9;10;10;1;9;10;11;1;9;10;12;1;9;10;13;1;9;10;14;1;9;10;ran;0;8;9
198;12;6;5;ch;4;4;0;0;4;4;1;1;5;5;2;1;5;5;3;1;5;5;4;1;5;5;5;1;5;5;6;1;5;5;7;1;5;5;8;1;5;5;9;1;5;5;10;1;5;5;11;1;5;5;12;1;5;5;13;1;5;5;14;1;5;5;ran;4;3;4
199;29;7;13;ch;13;15;0;4;13;15;1;3;13;15;2;2;13;15;3;2;13;15;4;2;13;15;5;4;13;15;6;4;13;15;7;4;13;15;8;2;13;15;9;2;13;15;10;2;13;15;11;2;13;15;12;2;13;15;13;2;13;15;14;2;13;15;ran;3;13;15
200;12;6;6;ch;6;6;0;0;6;6;1;1;6;6;2;1;6;6;3;1;6;6;4;1;6;6;5;1;6;6;6;1;6;6;7;1;6;6;8;1;6;6;9;1;6;6;10;1;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;4;6;6
201;13;10;10;ch;10;10;0;1;9;9;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;0;10;10;7;1;9;9;8;1;9;9;9;0;10;10;10;1;9;9;11;0;10;10;12;1;9;9;13;1;9;9;14;1;9;9;ran;2;7;10
202;17;8;10;ch;10;10;0;2;8;9;1;2;8;9;2;2;8;9;3;2;8;9;4;2;8;9;5;2;8;9;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;2;8;9
203;19;6;8;ch;4;5;0;3;4;6;1;2;4;6;2;2;4;6;3;2;4;6;4;2;4;6;5;2;4;6;6;2;4;6;7;2;4;6;8;2;4;6;9;2;4;6;10;2;4;6;11;2;4;6;12;2;4;6;13;2;4;6;14;2;4;6;ran;3;4;6
204;7;5;3;ch;3;3;0;0;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;0;3;3
205;20;10;14;ch;13;14;0;2;13;14;1;2;13;14;2;2;13;14;3;2;13;14;4;2;13;14;5;2;13;14;6;2;13;14;7;2;13;14;8;2;13;14;9;2;13;14;10;2;13;14;11;2;13;14;12;2;13;14;13;2;13;14;14;2;13;14;ran;0;13;14
206;21;9;13;ch;11;13;0;3;11;13;1;0;11;13;2;0;11;13;3;0;11;13;4;0;11;13;5;0;11;13;6;0;11;13;7;0;11;13;8;0;11;13;9;0;11;13;10;0;11;13;11;0;11;13;12;0;11;13;13;0;11;13;14;0;11;13;ran;2;10;12
209;10;6;5;ch;5;6;0;2;5;6;1;2;5;6;2;2;5;6;3;2;5;6;4;2;5;6;5;2;5;6;6;2;5;6;7;2;5;6;8;2;5;6;9;2;5;6;10;2;5;6;11;2;5;6;12;2;5;6;13;2;5;6;14;2;5;6;ran;2;5;6
210;2;3;1;ch;1;1;0;0;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;1;1;1
211;25;16;16;ch;16;16;0;3;16;17;1;3;16;17;2;3;16;17;3;3;16;17;4;3;16;17;5;3;16;17;6;3;16;17;7;3;16;17;8;3;16;17;9;3;16;17;10;3;16;17;11;3;16;17;12;3;16;17;13;3;16;17;14;3;16;17;ran;0;16;16
212;33;11;22;ch;15;23;0;4;14;22;1;1;16;22;2;1;16;22;3;1;16;22;4;1;16;22;5;1;16;22;6;1;16;22;7;2;14;22;8;2;14;22;9;2;14;22;10;2;14;22;11;2;14;22;12;2;14;22;13;2;14;22;14;2;14;22;ran;4;14;22
213;28;12;17;ch;17;17;0;3;17;17;1;0;17;17;2;0;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;4;14;17
214;33;17;24;ch;21;23;0;0;21;23;1;0;21;23;2;0;21;23;3;0;21;23;4;0;21;23;5;4;22;23;6;4;22;23;7;4;22;23;8;4;22;23;9;4;22;23;10;4;22;23;11;4;22;23;12;4;22;23;13;4;22;23;14;4;22;23;ran;3;24;24
216;27;14;17;ch;14;16;0;4;13;15;1;4;13;15;2;4;13;15;3;4;13;15;4;4;13;15;5;4;13;15;6;4;13;15;7;2;14;16;8;2;14;16;9;4;13;15;10;4;13;15;11;4;13;15;12;4;13;15;13;4;13;15;14;4;13;15;ran;4;13;15
217;19;9;11;ch;9;10;0;0;9;10;1;0;9;10;2;0;9;10;3;0;9;10;4;0;9;10;5;0;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;3;9;11
218;30;13;18;ch;17;19;0;1;18;18;1;1;18;18;2;1;18;18;3;1;18;18;4;1;18;18;5;1;18;18;6;1;18;18;7;1;18;18;8;3;18;19;9;3;18;19;10;3;18;19;11;0;17;19;12;3;18;19;13;3;18;19;14;4;17;19;ran;2;18;19
219;21;10;13;ch;13;13;0;2;12;12;1;2;12;12;2;2;12;12;3;2;12;12;4;2;12;12;5;2;12;12;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;2;12;12;ran;0;13;13
220;18;13;10;ch;10;10;0;2;8;9;1;2;8;9;2;2;8;9;3;2;8;9;4;2;8;9;5;2;8;9;6;2;8;9;7;2;8;9;8;2;8;9;9;2;8;9;10;2;8;9;11;2;8;9;12;2;8;9;13;2;8;9;14;2;8;9;ran;4;10;10
221;27;16;20;ch;20;20;0;1;18;19;1;0;20;20;2;0;20;20;3;0;20;20;4;0;20;20;5;0;20;20;6;1;18;19;7;1;18;19;8;1;18;19;9;1;18;19;10;1;18;19;11;1;18;19;12;1;18;19;13;1;18;19;14;1;18;19;ran;1;18;19
222;22;10;11;ch;11;11;0;0;11;11;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;0;11;11
223;27;20;20;ch;20;20;0;0;20;20;1;0;20;20;2;0;20;20;3;0;20;20;4;0;20;20;5;0;20;20;6;0;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;1;20;21
224;34;18;24;ch;15;22;0;1;17;21;1;1;17;21;2;1;17;21;3;1;17;21;4;1;17;21;5;1;17;21;6;1;17;21;7;1;17;21;8;1;17;21;9;1;17;21;10;1;17;21;11;1;17;21;12;1;17;21;13;1;17;21;14;1;17;21;ran;0;15;22
225;31;13;20;ch;20;20;0;2;20;20;1;2;20;20;2;2;20;20;3;2;20;20;4;2;20;20;5;2;20;20;6;2;20;20;7;2;20;20;8;2;20;20;9;2;20;20;10;2;20;20;11;2;20;20;12;2;20;20;13;2;20;20;14;2;20;20;ran;2;20;20
226;33;12;19;ch;16;17;0;4;12;17;1;2;18;18;2;2;18;18;3;4;12;17;4;4;12;17;5;4;12;17;6;4;12;17;7;4;12;17;8;4;12;17;9;4;12;17;10;4;12;17;11;4;12;17;12;4;12;17;13;4;12;17;14;4;12;17;ran;4;12;17
227;26;17;20;ch;20;20;0;3;16;17;1;3;16;17;2;3;16;17;3;3;16;17;4;3;16;17;5;3;16;17;6;4;17;19;7;4;17;19;8;4;17;19;9;4;17;19;10;4;17;19;11;3;16;17;12;3;16;17;13;3;16;17;14;3;16;17;ran;2;17;18
229;19;10;13;ch;13;14;0;3;13;13;1;3;13;13;2;3;13;13;3;3;13;13;4;3;13;13;5;3;13;13;6;3;13;13;7;4;13;13;8;3;13;13;9;3;13;13;10;3;13;13;11;3;13;13;12;3;13;13;13;3;13;13;14;3;13;13;ran;1;13;14
230;35;15;21;ch;19;21;0;1;19;20;1;1;19;20;2;1;19;20;3;1;19;20;4;1;19;20;5;1;19;20;6;1;19;20;7;1;19;20;8;1;19;20;9;1;19;20;10;1;19;20;11;1;19;20;12;1;19;20;13;1;19;20;14;1;19;20;ran;1;19;20
231;29;14;19;ch;15;19;0;2;14;19;1;2;14;19;2;2;14;19;3;2;14;19;4;2;14;19;5;2;14;19;6;2;14;19;7;2;14;19;8;2;14;19;9;2;14;19;10;2;14;19;11;2;14;19;12;2;14;19;13;2;14;19;14;2;14;19;ran;4;14;19
232;28;15;22;ch;22;22;0;0;22;22;1;0;22;22;2;0;22;22;3;0;22;22;4;0;22;22;5;0;22;22;6;0;22;22;7;0;22;22;8;0;22;22;9;0;22;22;10;0;22;22;11;0;22;22;12;0;22;22;13;0;22;22;14;0;22;22;ran;1;22;22
233;33;12;22;ch;13;22;0;0;13;22;1;4;13;23;2;4;13;23;3;4;13;23;4;4;13;23;5;0;13;22;6;0;13;22;7;0;13;22;8;0;13;22;9;0;13;22;10;0;13;22;11;0;13;22;12;0;13;22;13;0;13;22;14;0;13;22;ran;2;13;23
234;38;13;24;ch;22;25;0;1;21;24;1;1;21;24;2;1;21;24;3;1;21;24;4;1;21;24;5;1;21;24;6;1;21;24;7;1;21;24;8;1;21;24;9;1;21;24;10;1;21;24;11;1;21;24;12;1;21;24;13;1;21;24;14;1;21;24;ran;1;21;24
235;27;12;17;ch;13;17;0;3;13;16;1;0;13;17;2;0;13;17;3;0;13;17;4;0;13;17;5;0;13;17;6;0;13;17;7;0;13;17;8;0;13;17;9;0;13;17;10;0;13;17;11;0;13;17;12;0;13;17;13;0;13;17;14;0;13;17;ran;0;13;17
236;29;17;20;ch;20;20;0;0;20;20;1;0;20;20;2;0;20;20;3;0;20;20;4;1;20;20;5;1;20;20;6;1;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;0;20;20
237;15;7;9;ch;9;9;0;0;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;7;10
238;23;12;16;ch;14;16;0;3;13;16;1;0;14;16;2;0;14;16;3;0;14;16;4;0;14;16;5;0;14;16;6;0;14;16;7;0;14;16;8;0;14;16;9;0;14;16;10;0;14;16;11;0;14;16;12;0;14;16;13;0;14;16;14;0;14;16;ran;1;13;17
239;22;11;14;ch;14;14;0;1;14;14;1;0;14;14;2;1;14;14;3;1;14;14;4;1;14;14;5;1;14;14;6;3;14;14;7;2;14;14;8;2;14;14;9;2;14;14;10;3;14;14;11;3;14;14;12;3;14;14;13;3;14;14;14;3;14;14;ran;1;14;14
240;20;9;14;ch;14;14;0;1;12;13;1;2;14;14;2;2;14;14;3;0;14;14;4;0;14;14;5;0;14;14;6;0;14;14;7;1;12;13;8;1;12;13;9;0;14;14;10;3;13;14;11;3;13;14;12;3;13;14;13;3;13;14;14;3;13;14;ran;2;14;14
241;14;8;10;ch;10;10;0;4;8;9;1;3;8;10;2;3;8;10;3;3;8;10;4;3;8;10;5;3;8;10;6;3;8;10;7;3;8;10;8;3;8;10;9;3;8;10;10;2;9;10;11;2;9;10;12;4;8;9;13;4;8;9;14;4;8;9;ran;0;10;10
242;24;7;11;ch;10;11;0;4;7;9;1;0;10;11;2;1;10;11;3;1;10;11;4;1;10;11;5;1;10;11;6;1;10;11;7;1;10;11;8;0;10;11;9;0;10;11;10;0;10;11;11;0;10;11;12;0;10;11;13;0;10;11;14;0;10;11;ran;0;10;11
243;15;9;9;ch;9;9;0;2;8;8;1;2;8;8;2;2;8;8;3;2;8;8;4;2;8;8;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;2;8;8;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;2;8;8
244;19;15;13;ch;11;13;0;1;11;13;1;1;11;13;2;1;11;13;3;1;11;13;4;1;11;13;5;1;11;13;6;0;11;13;7;0;11;13;8;0;11;13;9;0;11;13;10;0;11;13;11;0;11;13;12;0;11;13;13;0;11;13;14;0;11;13;ran;4;11;13
245;9;8;6;ch;6;6;0;0;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;0;6;6
246;28;14;17;ch;17;17;0;2;17;17;1;2;17;17;2;2;17;17;3;2;17;17;4;2;17;17;5;1;17;17;6;1;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;3;14;17
247;38;17;21;ch;19;24;0;1;18;23;1;1;18;23;2;1;18;23;3;1;18;23;4;1;18;23;5;1;18;23;6;1;18;23;7;1;18;23;8;1;18;23;9;1;18;23;10;1;18;23;11;1;18;23;12;1;18;23;13;1;18;23;14;1;18;23;ran;1;18;23
248;31;9;21;ch;21;21;0;0;21;21;1;1;21;21;2;1;21;21;3;1;21;21;4;0;21;21;5;0;21;21;6;0;21;21;7;0;21;21;8;0;21;21;9;0;21;21;10;0;21;21;11;0;21;21;12;0;21;21;13;0;21;21;14;0;21;21;ran;2;21;21
249;13;10;8;ch;8;8;0;0;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;8;8
250;19;9;10;ch;10;10;0;1;10;10;1;1;10;10;2;1;10;10;3;1;10;10;4;1;10;10;5;1;10;10;6;1;10;10;7;1;10;10;8;1;10;10;9;1;10;10;10;1;10;10;11;1;10;10;12;1;10;10;13;1;10;10;14;1;10;10;ran;4;10;10
251;26;11;16;ch;16;17;0;4;16;16;1;4;16;16;2;4;16;16;3;4;16;16;4;4;16;16;5;4;16;16;6;4;16;16;7;1;16;17;8;1;16;17;9;1;16;17;10;1;16;17;11;1;16;17;12;1;16;17;13;1;16;17;14;1;16;17;ran;3;16;17
252;27;11;16;ch;16;16;0;1;14;16;1;0;16;16;2;0;16;16;3;1;14;16;4;0;16;16;5;0;16;16;6;1;14;16;7;0;16;16;8;0;16;16;9;0;16;16;10;1;14;16;11;1;14;16;12;1;14;16;13;1;14;16;14;1;14;16;ran;0;16;16
253;33;14;21;ch;21;21;0;2;21;21;1;0;21;21;2;0;21;21;3;2;21;21;4;2;21;21;5;2;21;21;6;2;21;21;7;2;21;21;8;2;21;21;9;2;21;21;10;2;21;21;11;2;21;21;12;2;21;21;13;2;21;21;14;2;21;21;ran;4;21;21
254;28;12;17;ch;13;19;0;2;16;18;1;2;16;18;2;2;16;18;3;2;16;18;4;2;16;18;5;3;12;18;6;3;12;18;7;3;12;18;8;3;12;18;9;3;12;18;10;3;12;18;11;3;12;18;12;3;12;18;13;4;12;18;14;3;12;18;ran;4;12;18
255;21;13;15;ch;15;15;0;0;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;3;13;15
256;30;10;20;ch;20;20;0;4;20;20;1;2;20;20;2;2;20;20;3;2;20;20;4;2;20;20;5;2;20;20;6;2;20;20;7;4;20;20;8;4;20;20;9;4;20;20;10;4;20;20;11;4;20;20;12;4;20;20;13;4;20;20;14;4;20;20;ran;1;19;20
257;14;7;8;ch;8;8;0;0;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;3;6;9
258;32;10;18;ch;18;18;0;4;17;17;1;0;18;18;2;0;18;18;3;0;18;18;4;0;18;18;5;0;18;18;6;0;18;18;7;0;18;18;8;0;18;18;9;0;18;18;10;0;18;18;11;0;18;18;12;0;18;18;13;0;18;18;14;4;17;17;ran;1;18;18
259;32;14;19;ch;14;18;0;0;14;18;1;3;16;18;2;3;16;18;3;3;16;18;4;3;16;18;5;3;16;18;6;1;15;19;7;1;15;19;8;1;15;19;9;1;15;19;10;1;15;19;11;1;15;19;12;1;15;19;13;1;15;19;14;1;15;19;ran;3;16;18
260;21;8;10;ch;10;10;0;3;10;10;1;3;10;10;2;3;10;10;3;3;10;10;4;3;10;10;5;3;10;10;6;3;10;10;7;3;10;10;8;3;10;10;9;3;10;10;10;3;10;10;11;3;10;10;12;3;10;10;13;3;10;10;14;3;10;10;ran;2;9;10
261;19;8;10;ch;9;10;0;1;9;10;1;1;9;10;2;1;9;10;3;0;9;10;4;0;9;10;5;0;9;10;6;0;9;10;7;0;9;10;8;0;9;10;9;0;9;10;10;0;9;10;11;0;9;10;12;0;9;10;13;0;9;10;14;0;9;10;ran;0;9;10
262;17;9;12;ch;12;12;0;4;9;9;1;3;11;11;2;3;11;11;3;4;9;9;4;4;9;9;5;4;9;9;6;4;9;9;7;4;9;9;8;4;9;9;9;4;9;9;10;4;9;9;11;4;9;9;12;4;9;9;13;4;9;9;14;4;9;9;ran;3;11;11
263;19;11;13;ch;13;13;0;0;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;0;13;13;6;0;13;13;7;0;13;13;8;0;13;13;9;0;13;13;10;0;13;13;11;0;13;13;12;0;13;13;13;0;13;13;14;0;13;13;ran;3;10;12
264;14;6;5;ch;5;5;0;0;5;5;1;0;5;5;2;0;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;2;5;5
265;14;10;8;ch;8;8;0;4;5;8;1;0;8;8;2;2;8;8;3;2;8;8;4;2;8;8;5;2;8;8;6;2;8;8;7;2;8;8;8;2;8;8;9;2;8;8;10;2;8;8;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;2;8;8
266;9;7;5;ch;5;5;0;1;5;5;1;1;5;5;2;1;5;5;3;1;5;5;4;1;5;5;5;1;5;5;6;1;5;5;7;1;5;5;8;1;5;5;9;1;5;5;10;1;5;5;11;1;5;5;12;1;5;5;13;1;5;5;14;1;5;5;ran;0;5;5
267;2;3;1;ch;1;1;0;1;1;1;1;1;1;1;2;1;1;1;3;1;1;1;4;1;1;1;5;1;1;1;6;1;1;1;7;1;1;1;8;1;1;1;9;1;1;1;10;1;1;1;11;1;1;1;12;1;1;1;13;1;1;1;14;1;1;1;ran;4;1;1
268;16;9;11;ch;11;11;0;3;9;10;1;0;11;11;2;0;11;11;3;0;11;11;4;0;11;11;5;0;11;11;6;0;11;11;7;0;11;11;8;0;11;11;9;0;11;11;10;0;11;11;11;0;11;11;12;0;11;11;13;0;11;11;14;0;11;11;ran;4;11;11
269;24;8;12;ch;11;12;0;2;11;12;1;2;11;12;2;2;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;2;11;12;8;2;11;12;9;4;11;13;10;4;11;13;11;4;11;13;12;2;11;12;13;2;11;12;14;2;11;12;ran;1;11;13
270;10;6;6;ch;6;6;0;1;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;4;6;6
271;27;11;17;ch;16;17;0;2;17;17;1;1;16;17;2;1;16;17;3;1;16;17;4;1;16;17;5;1;16;17;6;1;16;17;7;1;16;17;8;1;16;17;9;1;16;17;10;1;16;17;11;1;16;17;12;1;16;17;13;1;16;17;14;1;16;17;ran;4;16;17
272;37;17;25;ch;19;24;0;2;18;24;1;4;20;26;2;4;20;26;3;4;20;26;4;4;20;26;5;4;20;26;6;2;18;24;7;2;18;24;8;4;20;26;9;4;20;26;10;4;20;26;11;4;20;26;12;4;20;26;13;4;20;26;14;4;20;26;ran;0;19;24
273;17;11;10;ch;10;10;0;1;9;9;1;1;9;9;2;1;9;9;3;1;9;9;4;1;9;9;5;1;9;9;6;1;9;9;7;1;9;9;8;1;9;9;9;1;9;9;10;1;9;9;11;1;9;9;12;1;9;9;13;1;9;9;14;1;9;9;ran;2;10;10
274;26;8;15;ch;14;16;0;1;13;15;1;0;14;16;2;0;14;16;3;0;14;16;4;0;14;16;5;0;14;16;6;1;13;15;7;1;13;15;8;1;13;15;9;1;13;15;10;1;13;15;11;1;13;15;12;0;14;16;13;0;14;16;14;0;14;16;ran;4;13;15
275;20;16;13;ch;12;15;0;0;12;15;1;0;12;15;2;0;12;15;3;0;12;15;4;0;12;15;5;0;12;15;6;0;12;15;7;0;12;15;8;0;12;15;9;0;12;15;10;0;12;15;11;0;12;15;12;0;12;15;13;0;12;15;14;0;12;15;ran;4;12;16
276;31;11;20;ch;20;20;0;0;20;20;1;0;20;20;2;0;20;20;3;0;20;20;4;0;20;20;5;0;20;20;6;0;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;0;20;20;12;0;20;20;13;0;20;20;14;0;20;20;ran;4;20;20
277;17;7;10;ch;10;10;0;0;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;0;10;10
278;23;15;17;ch;17;17;0;0;17;17;1;0;17;17;2;0;17;17;3;0;17;17;4;0;17;17;5;0;17;17;6;0;17;17;7;0;17;17;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;0;17;17;ran;2;17;17
279;34;10;21;ch;16;22;0;2;18;22;1;2;18;22;2;2;18;22;3;2;18;22;4;2;18;22;5;2;18;22;6;2;18;22;7;2;18;22;8;2;18;22;9;2;18;22;10;2;18;22;11;2;18;22;12;2;18;22;13;2;18;22;14;2;18;22;ran;4;17;23
280;11;6;4;ch;4;4;0;0;4;4;1;2;4;5;2;2;4;5;3;2;4;5;4;2;4;5;5;2;4;5;6;2;4;5;7;2;4;5;8;2;4;5;9;2;4;5;10;2;4;5;11;2;4;5;12;2;4;5;13;2;4;5;14;2;4;5;ran;4;4;5
281;31;15;22;ch;21;23;0;4;20;22;1;0;21;23;2;0;21;23;3;0;21;23;4;0;21;23;5;0;21;23;6;0;21;23;7;0;21;23;8;0;21;23;9;0;21;23;10;0;21;23;11;0;21;23;12;0;21;23;13;0;21;23;14;0;21;23;ran;2;21;23
282;30;14;20;ch;16;20;0;0;16;20;1;0;16;20;2;0;16;20;3;1;19;20;4;1;19;20;5;1;19;20;6;0;16;20;7;1;19;20;8;1;19;20;9;0;16;20;10;0;16;20;11;0;16;20;12;0;16;20;13;0;16;20;14;0;16;20;ran;3;16;20
284;14;7;9;ch;9;9;0;0;9;9;1;1;9;9;2;2;9;9;3;2;9;9;4;2;9;9;5;2;9;9;6;2;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;2;9;9
285;37;13;25;ch;21;25;0;2;19;24;1;2;19;24;2;2;19;24;3;2;19;24;4;2;19;24;5;2;19;24;6;2;19;24;7;2;19;24;8;2;19;24;9;2;19;24;10;2;19;24;11;2;19;24;12;2;19;24;13;2;19;24;14;2;19;24;ran;3;21;26
286;27;16;20;ch;20;20;0;0;20;20;1;0;20;20;2;0;20;20;3;0;20;20;4;0;20;20;5;0;20;20;6;0;20;20;7;0;20;20;8;0;20;20;9;0;20;20;10;0;20;20;11;2;18;20;12;2;18;20;13;2;18;20;14;2;18;20;ran;0;20;20
287;35;15;24;ch;20;24;0;3;22;24;1;3;22;24;2;3;22;24;3;3;22;24;4;3;22;24;5;3;22;24;6;3;22;24;7;3;22;24;8;1;22;24;9;1;22;24;10;4;21;24;11;1;22;24;12;1;22;24;13;1;22;24;14;1;22;24;ran;2;19;24
288;2;3;1;ch;1;1;0;3;1;1;1;0;1;1;2;0;1;1;3;0;1;1;4;0;1;1;5;0;1;1;6;0;1;1;7;0;1;1;8;0;1;1;9;0;1;1;10;0;1;1;11;0;1;1;12;0;1;1;13;0;1;1;14;0;1;1;ran;2;1;1
289;27;9;17;ch;17;17;0;3;15;16;1;3;15;16;2;3;15;16;3;3;15;16;4;3;15;16;5;3;15;16;6;3;15;16;7;3;15;16;8;0;17;17;9;0;17;17;10;0;17;17;11;0;17;17;12;0;17;17;13;0;17;17;14;1;15;18;ran;1;15;18
