TRAIN_CORPUS=./input/wsj-02-21clean.mrg
TEST_CORPUS=./input/wsj-22clean.mrg
nBestCharniakParsesFile=./input/WSJ22Charniak_best10_noAux.txt
nBest=5
0 sentences were reranked out of 0

PROBABILITY_MODEL=topdown_with_path
INCLUDE_DISCONTIGUITIES=true
INCLUDE_DISCONTIGUITIES_ALTERNATIVE=false
LAMBDA_1=0.1; LAMBDA_2=0.2; LAMBDA_3=0.1
BACK_OFF_FACTOR=4.0
MAX_SENTENCE_SIZE_FOR_TESTSENTENCES=40
SMOOTH_FOR_UNKNOWN_WORDS=true
DO_LEMMATIZATION=true
CONVERT_INITIAL_WORD2LOWERCASE=false
WORD_FREQUENCY_THRESHOLD_FOR_SMOOTHING=4
MINIMUM_NUMBER_UNIQUE_WORDS_PER_UNKNOWN_CLASS=3
SMOOTH_FOR_UNKNOWN_PRODUCTIONS=true
DO_HORIZONTAL_MARKOVIZATION=true

Test sent.;length;depth;#cstit;ch;#mcst;#cst;h1;#cand;#mcst;#cst;h2;#cand;#mcst;#cst;h3;#cand;#mcst;#cst;h4;#cand;#mcst;#cst;h5;#cand;#mcst;#cst;h6;#cand;#mcst;#cst;h7;#cand;#mcst;#cst;h8;#cand;#mcst;#cst;h9;#cand;#mcst;#cst;h10;#cand;#mcst;#cst;h11;#cand;#mcst;#cst;h12;#cand;#mcst;#cst;h13;#cand;#mcst;#cst;h14;#cand;#mcst;#cst;ran;#cand;#mcst;#cst
871;11;6;7;ch;7;7;1;1;5;5;2;1;5;5;3;1;5;5;4;0;7;7;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;1;5;5
872;32;14;19;ch;13;18;1;0;13;18;2;0;13;18;3;0;13;18;4;0;13;18;5;0;13;18;6;0;13;18;7;0;13;18;8;0;13;18;9;0;13;18;10;0;13;18;11;0;13;18;12;0;13;18;13;0;13;18;14;0;13;18;ran;3;11;16
873;38;20;23;ch;22;22;1;3;22;23;2;4;23;23;3;4;23;23;4;0;22;22;5;0;22;22;6;0;22;22;7;0;22;22;8;0;22;22;9;0;22;22;10;0;22;22;11;0;22;22;12;0;22;22;13;0;22;22;14;0;22;22;ran;0;22;22
874;30;14;17;ch;14;20;1;3;15;18;2;3;15;18;3;1;14;19;4;1;14;19;5;1;14;19;6;1;14;19;7;4;13;19;8;4;13;19;9;0;14;20;10;0;14;20;11;0;14;20;12;0;14;20;13;0;14;20;14;0;14;20;ran;3;15;18
875;5;5;2;ch;2;2;1;0;2;2;2;0;2;2;3;0;2;2;4;0;2;2;5;0;2;2;6;0;2;2;7;0;2;2;8;0;2;2;9;0;2;2;10;0;2;2;11;0;2;2;12;0;2;2;13;0;2;2;14;0;2;2;ran;2;2;3
876;21;11;12;ch;10;12;1;0;10;12;2;0;10;12;3;0;10;12;4;0;10;12;5;0;10;12;6;0;10;12;7;0;10;12;8;0;10;12;9;0;10;12;10;0;10;12;11;0;10;12;12;0;10;12;13;0;10;12;14;0;10;12;ran;4;8;12
877;31;11;19;ch;15;19;1;0;15;19;2;0;15;19;3;0;15;19;4;2;19;19;5;2;19;19;6;2;19;19;7;2;19;19;8;2;19;19;9;2;19;19;10;2;19;19;11;3;15;18;12;3;15;18;13;3;15;18;14;3;15;18;ran;3;15;18
878;32;14;21;ch;20;22;1;4;20;21;2;4;20;21;3;4;20;21;4;2;20;22;5;2;20;22;6;0;20;22;7;0;20;22;8;0;20;22;9;0;20;22;10;0;20;22;11;0;20;22;12;0;20;22;13;0;20;22;14;0;20;22;ran;4;20;21
879;40;18;30;ch;25;31;1;1;23;31;2;1;23;31;3;1;23;31;4;1;23;31;5;1;23;31;6;4;26;30;7;4;26;30;8;3;25;31;9;4;26;30;10;4;26;30;11;3;25;31;12;3;25;31;13;3;25;31;14;3;25;31;ran;3;25;31
880;19;7;10;ch;8;10;1;2;9;10;2;2;9;10;3;2;9;10;4;2;9;10;5;2;9;10;6;2;9;10;7;2;9;10;8;2;9;10;9;2;9;10;10;2;9;10;11;0;8;10;12;0;8;10;13;0;8;10;14;0;8;10;ran;3;9;10
881;12;7;6;ch;5;6;1;0;5;6;2;0;5;6;3;1;6;6;4;1;6;6;5;1;6;6;6;1;6;6;7;1;6;6;8;1;6;6;9;1;6;6;10;1;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;1;6;6
883;38;18;24;ch;24;25;1;2;24;25;2;2;24;25;3;2;24;25;4;0;24;25;5;0;24;25;6;3;24;26;7;3;24;26;8;0;24;25;9;0;24;25;10;3;24;26;11;3;24;26;12;3;24;26;13;3;24;26;14;3;24;26;ran;1;24;25
885;17;12;12;ch;12;12;1;3;12;12;2;3;12;12;3;3;12;12;4;3;12;12;5;3;12;12;6;3;12;12;7;3;12;12;8;3;12;12;9;3;12;12;10;3;12;12;11;3;12;12;12;3;12;12;13;3;12;12;14;3;12;12;ran;4;11;11
886;21;10;13;ch;13;14;1;0;13;14;2;0;13;14;3;0;13;14;4;0;13;14;5;0;13;14;6;0;13;14;7;0;13;14;8;1;13;14;9;1;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;1;13;14
887;38;10;24;ch;24;26;1;0;24;26;2;0;24;26;3;0;24;26;4;0;24;26;5;0;24;26;6;0;24;26;7;0;24;26;8;0;24;26;9;0;24;26;10;0;24;26;11;0;24;26;12;0;24;26;13;0;24;26;14;0;24;26;ran;2;24;25
888;40;11;25;ch;24;25;1;0;24;25;2;0;24;25;3;0;24;25;4;1;22;25;5;0;24;25;6;0;24;25;7;0;24;25;8;0;24;25;9;0;24;25;10;1;22;25;11;1;22;25;12;1;22;25;13;1;22;25;14;1;22;25;ran;0;24;25
890;25;9;12;ch;12;13;1;1;12;12;2;1;12;12;3;1;12;12;4;1;12;12;5;1;12;12;6;1;12;12;7;1;12;12;8;1;12;12;9;1;12;12;10;1;12;12;11;1;12;12;12;1;12;12;13;1;12;12;14;1;12;12;ran;3;12;13
891;15;7;8;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;1;8;8;14;1;8;8;ran;1;8;8
894;25;13;17;ch;13;17;1;1;12;16;2;1;12;16;3;0;13;17;4;2;13;17;5;2;13;17;6;3;14;18;7;3;14;18;8;3;14;18;9;3;14;18;10;3;14;18;11;2;13;17;12;2;13;17;13;2;13;17;14;2;13;17;ran;4;12;16
895;19;9;11;ch;10;10;1;3;7;10;2;3;7;10;3;3;7;10;4;3;7;10;5;0;10;10;6;0;10;10;7;0;10;10;8;3;7;10;9;3;7;10;10;3;7;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;3;7;10
896;30;23;26;ch;26;26;1;4;14;26;2;1;15;26;3;0;26;26;4;0;26;26;5;0;26;26;6;0;26;26;7;0;26;26;8;2;24;25;9;0;26;26;10;1;15;26;11;0;26;26;12;0;26;26;13;0;26;26;14;0;26;26;ran;3;13;25
897;31;22;22;ch;22;22;1;2;22;23;2;3;22;23;3;1;22;22;4;1;22;22;5;1;22;22;6;1;22;22;7;3;22;23;8;3;22;23;9;1;22;22;10;1;22;22;11;1;22;22;12;1;22;22;13;1;22;22;14;1;22;22;ran;3;22;23
898;27;14;19;ch;18;19;1;3;19;19;2;3;19;19;3;3;19;19;4;3;19;19;5;3;19;19;6;3;19;19;7;3;19;19;8;3;19;19;9;3;19;19;10;3;19;19;11;3;19;19;12;3;19;19;13;3;19;19;14;3;19;19;ran;4;19;19
899;38;14;31;ch;27;29;1;2;27;30;2;2;27;30;3;2;27;30;4;2;27;30;5;2;27;30;6;2;27;30;7;2;27;30;8;2;27;30;9;2;27;30;10;2;27;30;11;2;27;30;12;2;27;30;13;2;27;30;14;2;27;30;ran;2;27;30
900;8;5;4;ch;3;5;1;3;3;4;2;3;3;4;3;3;3;4;4;3;3;4;5;3;3;4;6;3;3;4;7;3;3;4;8;3;3;4;9;3;3;4;10;3;3;4;11;3;3;4;12;3;3;4;13;3;3;4;14;3;3;4;ran;0;3;5
901;30;17;22;ch;21;24;1;1;21;23;2;1;21;23;3;0;21;24;4;3;22;24;5;3;22;24;6;3;22;24;7;3;22;24;8;3;22;24;9;3;22;24;10;0;21;24;11;0;21;24;12;0;21;24;13;0;21;24;14;0;21;24;ran;4;22;23
902;23;8;12;ch;10;12;1;1;12;13;2;1;12;13;3;1;12;13;4;1;12;13;5;1;12;13;6;1;12;13;7;1;12;13;8;1;12;13;9;1;12;13;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;1;12;13;ran;1;12;13
903;25;12;16;ch;14;16;1;4;15;16;2;4;15;16;3;2;14;16;4;2;14;16;5;2;14;16;6;2;14;16;7;3;14;16;8;3;14;16;9;3;14;16;10;3;14;16;11;3;14;16;12;3;14;16;13;3;14;16;14;3;14;16;ran;4;15;16
906;19;11;12;ch;12;12;1;0;12;12;2;0;12;12;3;0;12;12;4;0;12;12;5;0;12;12;6;2;12;12;7;2;12;12;8;2;12;12;9;0;12;12;10;0;12;12;11;0;12;12;12;0;12;12;13;0;12;12;14;0;12;12;ran;2;12;12
907;30;18;20;ch;19;19;1;3;19;19;2;3;19;19;3;3;19;19;4;1;19;19;5;1;19;19;6;1;19;19;7;1;19;19;8;1;19;19;9;1;19;19;10;1;19;19;11;1;19;19;12;1;19;19;13;1;19;19;14;1;19;19;ran;1;19;19
908;29;10;18;ch;18;18;1;3;16;18;2;3;16;18;3;0;18;18;4;0;18;18;5;0;18;18;6;0;18;18;7;0;18;18;8;0;18;18;9;0;18;18;10;0;18;18;11;0;18;18;12;0;18;18;13;3;16;18;14;3;16;18;ran;4;16;18
910;30;12;21;ch;20;21;1;1;21;21;2;1;21;21;3;1;21;21;4;1;21;21;5;1;21;21;6;1;21;21;7;3;19;21;8;3;19;21;9;3;19;21;10;3;19;21;11;3;19;21;12;3;19;21;13;3;19;21;14;3;19;21;ran;4;19;21
912;40;15;25;ch;25;25;1;1;25;25;2;1;25;25;3;1;25;25;4;1;25;25;5;1;25;25;6;1;25;25;7;1;25;25;8;1;25;25;9;4;23;24;10;4;23;24;11;4;23;24;12;1;25;25;13;1;25;25;14;1;25;25;ran;4;23;24
913;11;9;7;ch;7;7;1;2;5;6;2;2;5;6;3;4;3;6;4;4;3;6;5;0;7;7;6;0;7;7;7;0;7;7;8;0;7;7;9;0;7;7;10;0;7;7;11;0;7;7;12;0;7;7;13;0;7;7;14;0;7;7;ran;0;7;7
914;31;16;21;ch;17;22;1;2;20;22;2;2;20;22;3;2;20;22;4;0;17;22;5;0;17;22;6;0;17;22;7;0;17;22;8;0;17;22;9;0;17;22;10;0;17;22;11;4;17;23;12;4;17;23;13;4;17;23;14;4;17;23;ran;2;20;22
915;27;12;18;ch;16;19;1;2;18;18;2;2;18;18;3;0;16;19;4;0;16;19;5;0;16;19;6;1;17;18;7;0;16;19;8;0;16;19;9;0;16;19;10;0;16;19;11;0;16;19;12;1;17;18;13;1;17;18;14;1;17;18;ran;1;17;18
916;14;8;8;ch;4;8;1;0;4;8;2;0;4;8;3;0;4;8;4;0;4;8;5;0;4;8;6;0;4;8;7;0;4;8;8;0;4;8;9;0;4;8;10;0;4;8;11;0;4;8;12;0;4;8;13;0;4;8;14;0;4;8;ran;2;4;8
917;13;10;8;ch;8;8;1;2;8;8;2;2;8;8;3;2;8;8;4;2;8;8;5;2;8;8;6;2;8;8;7;2;8;8;8;2;8;8;9;2;8;8;10;2;8;8;11;2;8;8;12;2;8;8;13;2;8;8;14;2;8;8;ran;1;8;8
918;35;22;22;ch;21;24;1;2;21;24;2;2;21;24;3;2;21;24;4;2;21;24;5;3;22;23;6;3;22;23;7;3;22;23;8;3;22;23;9;3;22;23;10;3;22;23;11;3;22;23;12;3;22;23;13;3;22;23;14;3;22;23;ran;0;21;24
919;27;12;18;ch;18;19;1;3;18;18;2;3;18;18;3;3;18;18;4;3;18;18;5;3;18;18;6;3;18;18;7;3;18;18;8;3;18;18;9;3;18;18;10;3;18;18;11;3;18;18;12;3;18;18;13;3;18;18;14;3;18;18;ran;2;18;18
921;23;14;17;ch;17;17;1;3;14;16;2;3;14;16;3;1;17;17;4;1;17;17;5;1;17;17;6;1;17;17;7;1;17;17;8;1;17;17;9;1;17;17;10;1;17;17;11;1;17;17;12;1;17;17;13;1;17;17;14;1;17;17;ran;1;17;17
922;22;8;13;ch;12;12;1;2;12;12;2;2;12;12;3;4;12;13;4;4;12;13;5;4;12;13;6;4;12;13;7;4;12;13;8;4;12;13;9;4;12;13;10;4;12;13;11;4;12;13;12;4;12;13;13;4;12;13;14;4;12;13;ran;0;12;12
923;30;11;20;ch;16;21;1;0;16;21;2;0;16;21;3;0;16;21;4;0;16;21;5;0;16;21;6;0;16;21;7;0;16;21;8;0;16;21;9;0;16;21;10;0;16;21;11;0;16;21;12;0;16;21;13;0;16;21;14;0;16;21;ran;4;15;21
924;7;5;3;ch;3;3;1;0;3;3;2;0;3;3;3;0;3;3;4;0;3;3;5;0;3;3;6;0;3;3;7;0;3;3;8;0;3;3;9;0;3;3;10;0;3;3;11;0;3;3;12;0;3;3;13;0;3;3;14;0;3;3;ran;0;3;3
925;23;9;16;ch;14;16;1;3;15;15;2;3;15;15;3;0;14;16;4;3;15;15;5;3;15;15;6;2;15;17;7;2;15;17;8;2;15;17;9;2;15;17;10;2;15;17;11;3;15;15;12;3;15;15;13;3;15;15;14;3;15;15;ran;1;14;16
926;9;9;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;1;6;6;7;1;6;6;8;1;6;6;9;1;6;6;10;1;6;6;11;1;6;6;12;1;6;6;13;1;6;6;14;1;6;6;ran;0;6;6
927;27;13;18;ch;18;18;1;1;16;18;2;1;16;18;3;1;16;18;4;1;16;18;5;1;16;18;6;1;16;18;7;1;16;18;8;1;16;18;9;1;16;18;10;0;18;18;11;0;18;18;12;1;16;18;13;1;16;18;14;1;16;18;ran;3;18;18
928;26;10;14;ch;13;14;1;0;13;14;2;0;13;14;3;0;13;14;4;0;13;14;5;0;13;14;6;0;13;14;7;0;13;14;8;0;13;14;9;0;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;0;13;14
929;20;8;13;ch;11;13;1;0;11;13;2;0;11;13;3;0;11;13;4;1;13;13;5;1;13;13;6;1;13;13;7;1;13;13;8;1;13;13;9;4;10;12;10;4;10;12;11;4;10;12;12;4;10;12;13;0;11;13;14;0;11;13;ran;4;10;12
930;8;6;4;ch;4;4;1;0;4;4;2;0;4;4;3;0;4;4;4;0;4;4;5;0;4;4;6;0;4;4;7;0;4;4;8;0;4;4;9;0;4;4;10;0;4;4;11;0;4;4;12;0;4;4;13;0;4;4;14;0;4;4;ran;0;4;4
931;27;8;13;ch;12;15;1;4;11;15;2;3;11;16;3;3;11;16;4;3;11;16;5;0;12;15;6;0;12;15;7;0;12;15;8;2;11;15;9;2;11;15;10;2;11;15;11;2;11;15;12;2;11;15;13;0;12;15;14;0;12;15;ran;1;12;15
932;22;10;14;ch;13;14;1;1;13;14;2;1;13;14;3;1;13;14;4;1;13;14;5;1;13;14;6;1;13;14;7;1;13;14;8;1;13;14;9;1;13;14;10;1;13;14;11;1;13;14;12;1;13;14;13;1;13;14;14;1;13;14;ran;1;13;14
933;25;9;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;3;15;15;5;3;15;15;6;3;15;15;7;3;15;15;8;3;15;15;9;3;15;15;10;3;15;15;11;3;15;15;12;3;15;15;13;3;15;15;14;3;15;15;ran;1;14;15
934;21;17;16;ch;16;16;1;4;15;15;2;4;15;15;3;4;15;15;4;0;16;16;5;0;16;16;6;0;16;16;7;0;16;16;8;4;15;15;9;4;15;15;10;4;15;15;11;4;15;15;12;4;15;15;13;1;16;16;14;1;16;16;ran;0;16;16
935;14;10;9;ch;9;9;1;4;9;9;2;4;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;1;7;8
936;29;12;17;ch;16;20;1;1;16;19;2;1;16;19;3;1;16;19;4;1;16;19;5;1;16;19;6;1;16;19;7;1;16;19;8;1;16;19;9;1;16;19;10;1;16;19;11;1;16;19;12;1;16;19;13;1;16;19;14;1;16;19;ran;0;16;20
937;14;5;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;4;5;7
938;30;21;22;ch;20;22;1;3;17;19;2;3;17;19;3;3;17;19;4;3;17;19;5;3;17;19;6;3;17;19;7;0;20;22;8;0;20;22;9;0;20;22;10;0;20;22;11;0;20;22;12;0;20;22;13;0;20;22;14;0;20;22;ran;2;17;18
939;34;10;22;ch;22;22;1;2;20;22;2;2;20;22;3;2;20;22;4;2;20;22;5;2;20;22;6;2;20;22;7;2;20;22;8;2;20;22;9;2;20;22;10;2;20;22;11;2;20;22;12;0;22;22;13;0;22;22;14;0;22;22;ran;0;22;22
940;13;11;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;0;10;10;ran;4;9;9
941;18;14;13;ch;13;13;1;0;13;13;2;0;13;13;3;0;13;13;4;0;13;13;5;1;12;13;6;1;12;13;7;1;12;13;8;1;12;13;9;1;12;13;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;1;12;13;ran;2;12;12
942;14;8;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;4;9;9
943;16;14;13;ch;13;13;1;3;12;13;2;1;12;13;3;1;12;13;4;1;12;13;5;1;12;13;6;1;12;13;7;1;12;13;8;1;12;13;9;1;12;13;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;1;12;13;ran;4;12;12
944;26;10;14;ch;11;13;1;0;11;13;2;0;11;13;3;0;11;13;4;0;11;13;5;0;11;13;6;0;11;13;7;1;11;13;8;3;11;13;9;3;11;13;10;2;11;13;11;2;11;13;12;2;11;13;13;2;11;13;14;2;11;13;ran;1;11;13
945;11;6;7;ch;7;7;1;2;6;6;2;2;6;6;3;1;6;7;4;2;6;6;5;2;6;6;6;2;6;6;7;2;6;6;8;2;6;6;9;2;6;6;10;2;6;6;11;2;6;6;12;2;6;6;13;2;6;6;14;2;6;6;ran;3;7;7
946;23;8;12;ch;11;12;1;0;11;12;2;0;11;12;3;0;11;12;4;0;11;12;5;0;11;12;6;0;11;12;7;0;11;12;8;0;11;12;9;0;11;12;10;0;11;12;11;0;11;12;12;0;11;12;13;0;11;12;14;0;11;12;ran;0;11;12
947;25;9;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;1;14;14;9;1;14;14;10;4;14;15;11;4;14;15;12;4;14;15;13;4;14;15;14;4;14;15;ran;1;14;14
948;12;5;5;ch;5;5;1;2;5;6;2;2;5;6;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;2;5;6;12;2;5;6;13;2;5;6;14;0;5;5;ran;0;5;5
949;26;13;17;ch;14;15;1;0;14;15;2;0;14;15;3;0;14;15;4;0;14;15;5;0;14;15;6;0;14;15;7;0;14;15;8;0;14;15;9;0;14;15;10;0;14;15;11;0;14;15;12;0;14;15;13;0;14;15;14;0;14;15;ran;4;15;16
950;19;8;12;ch;11;12;1;0;11;12;2;0;11;12;3;2;11;12;4;2;11;12;5;2;11;12;6;2;11;12;7;2;11;12;8;2;11;12;9;2;11;12;10;2;11;12;11;2;11;12;12;2;11;12;13;2;11;12;14;2;11;12;ran;3;10;12
951;13;10;9;ch;9;9;1;0;9;9;2;0;9;9;3;0;9;9;4;0;9;9;5;0;9;9;6;0;9;9;7;0;9;9;8;0;9;9;9;0;9;9;10;0;9;9;11;0;9;9;12;0;9;9;13;0;9;9;14;0;9;9;ran;3;9;9
952;35;11;23;ch;22;23;1;1;22;23;2;1;22;23;3;1;22;23;4;1;22;23;5;1;22;23;6;1;22;23;7;1;22;23;8;4;22;23;9;4;22;23;10;4;22;23;11;4;22;23;12;4;22;23;13;4;22;23;14;4;22;23;ran;2;22;23
953;35;13;24;ch;22;25;1;0;22;25;2;0;22;25;3;0;22;25;4;0;22;25;5;0;22;25;6;0;22;25;7;0;22;25;8;2;22;26;9;2;22;26;10;2;22;26;11;2;22;26;12;2;22;26;13;2;22;26;14;2;22;26;ran;0;22;25
954;19;12;12;ch;10;12;1;1;10;12;2;1;10;12;3;1;10;12;4;1;10;12;5;0;10;12;6;3;10;12;7;3;10;12;8;3;10;12;9;3;10;12;10;3;10;12;11;3;10;12;12;3;10;12;13;3;10;12;14;3;10;12;ran;4;8;11
955;27;10;14;ch;14;14;1;1;14;14;2;1;14;14;3;1;14;14;4;1;14;14;5;1;14;14;6;1;14;14;7;1;14;14;8;1;14;14;9;1;14;14;10;1;14;14;11;1;14;14;12;1;14;14;13;1;14;14;14;1;14;14;ran;1;14;14
956;14;6;7;ch;6;7;1;4;6;7;2;4;6;7;3;4;6;7;4;4;6;7;5;4;6;7;6;4;6;7;7;4;6;7;8;4;6;7;9;4;6;7;10;4;6;7;11;4;6;7;12;4;6;7;13;4;6;7;14;4;6;7;ran;4;6;7
957;33;17;22;ch;20;22;1;3;20;21;2;0;20;22;3;0;20;22;4;0;20;22;5;0;20;22;6;3;20;21;7;3;20;21;8;3;20;21;9;3;20;21;10;0;20;22;11;0;20;22;12;3;20;21;13;3;20;21;14;3;20;21;ran;3;20;21
958;22;7;14;ch;13;14;1;0;13;14;2;0;13;14;3;0;13;14;4;0;13;14;5;0;13;14;6;0;13;14;7;0;13;14;8;0;13;14;9;0;13;14;10;0;13;14;11;0;13;14;12;0;13;14;13;0;13;14;14;0;13;14;ran;1;13;14
959;30;11;18;ch;17;18;1;1;18;19;2;1;18;19;3;1;18;19;4;1;18;19;5;1;18;19;6;1;18;19;7;1;18;19;8;1;18;19;9;1;18;19;10;1;18;19;11;1;18;19;12;1;18;19;13;1;18;19;14;1;18;19;ran;3;17;18
960;29;8;16;ch;13;17;1;4;13;17;2;4;13;17;3;0;13;17;4;0;13;17;5;0;13;17;6;0;13;17;7;0;13;17;8;0;13;17;9;0;13;17;10;0;13;17;11;0;13;17;12;0;13;17;13;0;13;17;14;0;13;17;ran;2;13;17
961;9;7;5;ch;5;5;1;0;5;5;2;0;5;5;3;0;5;5;4;0;5;5;5;0;5;5;6;0;5;5;7;0;5;5;8;0;5;5;9;0;5;5;10;0;5;5;11;0;5;5;12;0;5;5;13;0;5;5;14;0;5;5;ran;3;5;5
962;14;10;10;ch;10;10;1;0;10;10;2;0;10;10;3;0;10;10;4;0;10;10;5;0;10;10;6;0;10;10;7;0;10;10;8;0;10;10;9;0;10;10;10;0;10;10;11;0;10;10;12;0;10;10;13;0;10;10;14;2;7;9;ran;0;10;10
963;16;8;11;ch;11;11;1;1;11;11;2;1;11;11;3;4;11;11;4;4;11;11;5;4;11;11;6;1;11;11;7;1;11;11;8;1;11;11;9;1;11;11;10;1;11;11;11;0;11;11;12;4;11;11;13;4;11;11;14;4;11;11;ran;3;11;11
964;38;15;25;ch;24;26;1;0;24;26;2;0;24;26;3;1;22;26;4;1;22;26;5;1;22;26;6;1;22;26;7;1;22;26;8;4;23;25;9;4;23;25;10;4;23;25;11;4;23;25;12;4;23;25;13;4;23;25;14;4;23;25;ran;2;25;25
965;24;13;17;ch;17;17;1;4;14;17;2;4;14;17;3;4;14;17;4;4;14;17;5;4;14;17;6;4;14;17;7;4;14;17;8;2;14;17;9;4;14;17;10;4;14;17;11;4;14;17;12;4;14;17;13;4;14;17;14;4;14;17;ran;4;14;17
966;20;12;12;ch;12;13;1;1;12;13;2;1;12;13;3;1;12;13;4;1;12;13;5;1;12;13;6;1;12;13;7;1;12;13;8;1;12;13;9;1;12;13;10;1;12;13;11;1;12;13;12;1;12;13;13;1;12;13;14;3;12;12;ran;4;11;12
967;20;6;10;ch;7;11;1;0;7;11;2;0;7;11;3;0;7;11;4;0;7;11;5;0;7;11;6;0;7;11;7;0;7;11;8;0;7;11;9;0;7;11;10;0;7;11;11;0;7;11;12;0;7;11;13;0;7;11;14;0;7;11;ran;1;7;11
968;8;8;5;ch;5;5;1;1;4;4;2;1;4;4;3;1;4;4;4;1;4;4;5;1;4;4;6;0;5;5;7;1;4;4;8;1;4;4;9;0;5;5;10;0;5;5;11;1;4;4;12;1;4;4;13;1;4;4;14;1;4;4;ran;0;5;5
969;35;16;19;ch;17;17;1;2;15;18;2;2;15;18;3;2;15;18;4;2;15;18;5;1;15;17;6;1;15;17;7;3;18;18;8;3;18;18;9;3;18;18;10;3;18;18;11;3;18;18;12;3;18;18;13;3;18;18;14;3;18;18;ran;2;15;18
970;37;20;21;ch;19;21;1;0;19;21;2;0;19;21;3;0;19;21;4;0;19;21;5;0;19;21;6;0;19;21;7;0;19;21;8;0;19;21;9;0;19;21;10;2;16;20;11;2;16;20;12;2;16;20;13;2;16;20;14;2;16;20;ran;4;19;21
971;24;14;15;ch;15;15;1;0;15;15;2;0;15;15;3;0;15;15;4;0;15;15;5;0;15;15;6;0;15;15;7;0;15;15;8;0;15;15;9;0;15;15;10;0;15;15;11;0;15;15;12;0;15;15;13;0;15;15;14;0;15;15;ran;1;15;15
972;25;11;13;ch;11;12;1;1;13;13;2;1;13;13;3;1;13;13;4;1;13;13;5;1;13;13;6;1;13;13;7;0;11;12;8;1;13;13;9;1;13;13;10;1;13;13;11;1;13;13;12;1;13;13;13;1;13;13;14;1;13;13;ran;4;11;12
973;14;8;6;ch;6;6;1;0;6;6;2;0;6;6;3;0;6;6;4;0;6;6;5;0;6;6;6;0;6;6;7;0;6;6;8;0;6;6;9;0;6;6;10;0;6;6;11;0;6;6;12;0;6;6;13;0;6;6;14;0;6;6;ran;1;6;6
974;12;7;5;ch;4;6;1;0;4;6;2;0;4;6;3;0;4;6;4;0;4;6;5;0;4;6;6;0;4;6;7;0;4;6;8;0;4;6;9;0;4;6;10;0;4;6;11;0;4;6;12;0;4;6;13;0;4;6;14;0;4;6;ran;2;2;5
975;2;3;1;ch;1;1;1;1;1;1;2;1;1;1;3;1;1;1;4;1;1;1;5;1;1;1;6;1;1;1;7;1;1;1;8;1;1;1;9;1;1;1;10;1;1;1;11;1;1;1;12;1;1;1;13;1;1;1;14;1;1;1;ran;2;1;1
976;11;9;9;ch;8;8;1;0;8;8;2;0;8;8;3;0;8;8;4;0;8;8;5;0;8;8;6;0;8;8;7;0;8;8;8;0;8;8;9;0;8;8;10;0;8;8;11;0;8;8;12;0;8;8;13;0;8;8;14;0;8;8;ran;4;5;8
977;25;11;15;ch;14;15;1;4;14;15;2;4;14;15;3;4;14;15;4;4;14;15;5;4;14;15;6;4;14;15;7;4;14;15;8;4;14;15;9;4;14;15;10;4;14;15;11;4;14;15;12;4;14;15;13;4;14;15;14;4;14;15;ran;0;14;15
