freq;,length;occ;cxs
1;13;506;(S>PP:COMP^1 (S>VBZ:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (it*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBZ:HD@[A7] (sounds*S>VBZ:HD^1@[P6] (S>VBZ:HD*@[S5] ) ) ) ) (=== (PP:COMP>S:COMP^1 (PP:COMP>IN:HD@[P12] (IN:HD@[P11] (like*S>PP:COMP^1@[P10] (S>PP:COMP*@[S9] ) ) ) ) ( )) ) )
1;4;872;(NP>PP:ADJ^1 (NP>NN:HD@[P3] (NP>DTP:SPR )(NN:HD@[A2] (morning*NP>NN:HD^1@[P1] (NP>NN:HD*@[S0] ) ) ) ) ( ))
1;3;21;(VP:COMP (V@[P2] (VBG@[P1] (1capN_dashN_slshN_alfY_digN_sfx:ing@[P0] (S>VP:COMP^1 )) ) ) )
1;5;533;(TOP>UH^1 (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (=== (okay*TOP>UH^1@[P5] (TOP>UH*@[S4] ) ) ) )
1;5;120;(S:COMP>NP:SBJ^1 (S:COMP>NP:FLQ@[P3] (NP:FLQ@[P2] (PR@[P1] (WP@[P0] (what )) ) ) ) (=== (there*S:COMP>NP:SBJ^1@[P5] (S:COMP>NP:SBJ*@[S4] ) ) ) )
1;8;22;(VP:COMP>VP:COMP^1 (VP:COMP>TO:HD@[P3] (TO:HD@[P2] (to*VP:COMP>VP:COMP^1@[P1] (VP:COMP>VP:COMP*@[S0] ) ) ) ) (=== (VP:COMP>AP:COMP^1 (VP:COMP>VB:HD@[P7] (VB:HD@[P6] (be*VP:COMP>VP:COMP^1@[P5] (VP:COMP>VP:COMP*@[S4] ) ) ) ) ( )) ) )
1;6;84;(S>VBP:HD^1 (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (you*TOP>S^1@[P1] (TOP>S*@[S0] ) ) ) ) ) (=== (are*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) )
1;6;843;(NP:COMP>NN:HD^1 (NP:COMP>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (a@[P0] (S>NP:COMP^1 )) ) ) ) ) (=== (lot*NP:COMP>NN:HD^1@[P6] (NP:COMP>NN:HD*@[S5] ) ) ) )
1;8;6;(TOP>PUNC^1 (TOP>UH^1@[P7] (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (UH@[A6] (yeah*TOP>UH^1@[P5] (TOP>UH*@[S4] ) ) ) ) ( ))
1;5;325;(NP:SBJ>ONUM:HD^1 (NP:SBJ>DTP:SPR@[P4] (DTP:SPR@[P3] (DT@[P2] (DT@[P1] (the@[P0] (S>NP:SBJ^1 )) ) ) ) ) ( ))
1;5;212;(S>VP:COMP (S>NP:SBJ )(VP:COMP@[A4] (VP:COMP>AP:COMP@[P3] (VP:COMP>VB:HD )(AP:COMP@[A2] (JJ:HD@[P1] (fine@[P0] (VP:COMP>AP:COMP^1 )) ) ) ) ) )
1;9;136;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>VP:COMP@[P2] (S>NP:COMP )(VP:COMP@[A1] (VP:COMP>NP:COMP@[P0] (VP:COMP>VB:HD )(NP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
1;8;695;(TOP>PUNC^1 (TOP>UH@[P3] (TOP>UH )(UH@[A2] (okay*TOP>UH^1@[P1] (TOP>UH*@[S0] ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
1;3;890;(TOP>ADVP (TOP>ADVP )(ADVP@[A2] (RB:HD@[P1] (then@[P0] (TOP>ADVP^1 )) ) ) )
1;13;197;(VP:COMP (VP:COMP>ADVP:ADJ^1@[P12] (VP:COMP>NP:COMP^1@[P7] (VP:COMP>VB:HD@[P2] (VB:HD@[P1] (meet@[P0] (S>VP:COMP^1 )) ) ) (NP:COMP@[A6] (PP:HD@[P5] (you*VP:COMP>NP:COMP^1@[P4] (VP:COMP>NP:COMP*@[S3] ) ) ) ) ) (ADVP:ADJ@[A11] (RB:HD@[P10] (there*VP:COMP>ADVP:ADJ^1@[P9] (VP:COMP>ADVP:ADJ*@[S8] ) ) ) ) ) )
1;5;890;(TOP>PUNC^1 (TOP>ADVP@[P0] (TOP>ADVP )(ADVP )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
1;15;212;(S>VP:COMP^1 (S>NP:SBJ^1@[P9] (S>MD:HD@[P3] (MD:HD@[P2] (would*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A8] (PR@[P7] (DT@[P6] (that*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) (=== (VP:COMP>AP:COMP^1 (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) (=== (fine*VP:COMP>AP:COMP^1@[P15] (VP:COMP>AP:COMP*@[S14] ) ) ) ) ) )
1;8;155;(TOP>PUNC^1 (TOP>UH@[P3] (TOP>ADVP )(UH@[A2] (yeah*TOP>UH^1@[P1] (TOP>UH*@[S0] ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
1;13;756;(SUGG>NP:COMP^1 (SUGG>,:PAR^1@[P11] (SUGG>RB^1@[P7] (SUGG>WP@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) (RB@[A6] (about*SUGG>RB^1@[P5] (SUGG>RB*@[S4] ) ) ) ) (,:PAR@[A10] (,*SUGG>,:PAR^1@[P9] (SUGG>,:PAR*@[S8] ) ) ) ) (=== (the*SUGG>NP:COMP^1@[P13] (SUGG>NP:COMP*@[S12] ) ) ) )
1;6;68;(TOP>S (TOP>S )(S@[A5] (S>ADVP:ADJ@[P4] (S>VP:COMP )(ADVP:ADJ@[A3] (RB:HD@[P2] (then*S>ADVP:ADJ^1@[P1] (S>ADVP:ADJ*@[S0] ) ) ) ) ) ) )
1;17;545;(TOP>PUNC^1 (TOP>S@[P12] (TOP>NP )(S@[A11] (S>PP:ADJ@[P10] (S>AP:COMP )(PP:ADJ@[A9] (PP:ADJ>NP:COMP^1@[P8] (PP:ADJ>IN:HD@[P3] (IN:HD@[P2] (for*S>PP:ADJ^1@[P1] (S>PP:ADJ*@[S0] ) ) ) ) (NP:COMP@[A7] (PP:HD@[P6] (me*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) ) ) ) ) ) ) (PUNC@[A15] (.*TOP>PUNC^1@[P14] (TOP>PUNC*@[S13] ) ) ) )
1;5;539;(TOP>UH^1 (TOP>UH@[P3] (UH@[P2] (no*START^1@[P1] (START*@[S0] ) ) ) ) (=== (yeah*TOP>UH^1@[P5] (TOP>UH*@[S4] ) ) ) )
1;4;875;(TOP>PUNC^1 (TOP>UH@[P3] (UH@[P2] (no*START^1@[P1] (START*@[S0] ) ) ) ) ( ))
1;5;139;(PP:ADJ>NP:COMP^1 (PP:ADJ>,:PAR@[P3] (PP:ADJ>IN:HD )(,:PAR@[A2] (,*PP:ADJ>,:PAR^1@[P1] (PP:ADJ>,:PAR*@[S0] ) ) ) ) (=== (two*PP:ADJ>NP:COMP^1@[P5] (PP:ADJ>NP:COMP*@[S4] ) ) ) )
1;6;449;(VP:COMP>VP:COMP (VP:COMP>TO:HD )(VP:COMP@[A5] (VP:COMP>ADVP:ADJ@[P4] (VP:COMP>NP:COMP )(ADVP:ADJ@[A3] (RB:HD@[P2] (then*VP:COMP>ADVP:ADJ^1@[P1] (VP:COMP>ADVP:ADJ*@[S0] ) ) ) ) ) ) )
1;5;910;(VP:COMP>NP:ADJ (VP:COMP>VB:HD )(NP:ADJ@[A4] (NP:ADJ>RB:ADJ@[P3] (NP:ADJ>CNUM:HD )(RB:ADJ@[A2] (o'clock*NP:ADJ>RB:ADJ^1@[P1] (NP:ADJ>RB:ADJ*@[S0] ) ) ) ) ) )
1;18;904;(S>VP:COMP^1 (S>NP:COMP^1@[P13] (S>VBP:HD^1@[P8] (S>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (VBP:HD@[A7] (let*S>VBP:HD^1@[P6] (S>VBP:HD*@[S5] ) ) ) ) (NP:COMP@[A12] (PP:HD@[P11] (us*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) ) ) (=== (VP:COMP>,:PAR^1 (VP:COMP>VB:HD@[P17] (VB:HD@[P16] (1capN_dashN_slshN_alfY_digN_sfx:y*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) ( )) ) )
1;10;611;(S (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (would*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) )
1;3;895;(S>S (S>,:PAR )(S@[A2] (S>VP:COMP@[P1] (S>NP:COMP )(VP:COMP@[A0] (VB:HD ) ) ) ) )
1;25;71;(SUGG>PP:COMP^1 (SUGG>,:PAR^1@[P20] (SUGG>RB^1@[P16] (SUGG>WP^1@[P12] (SUGG>,:PAR^1@[P8] (SUGG>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*SUGG>,:PAR^1@[P6] (SUGG>,:PAR*@[S5] ) ) ) ) (WP@[A11] (what*SUGG>WP^1@[P10] (SUGG>WP*@[S9] ) ) ) ) (RB@[A15] (about*SUGG>RB^1@[P14] (SUGG>RB*@[S13] ) ) ) ) (,:PAR@[A19] (,*SUGG>,:PAR^1@[P18] (SUGG>,:PAR*@[S17] ) ) ) ) (=== (PP:COMP>NP:COMP^1 (PP:COMP>IN:HD@[P24] (IN:HD@[P23] (around*SUGG>PP:COMP^1@[P22] (SUGG>PP:COMP*@[S21] ) ) ) ) ( )) ) )
1;11;682;(S>PP:ADJ (S>NP:COMP )(PP:ADJ@[A10] (PP:ADJ>NP:COMP@[P9] (PP:ADJ>IN:HD )(NP:COMP@[A8] (NP:COMP>RB:ADJ^1@[P7] (NP:COMP>CNUM:HD@[P3] (CNUM:HD@[P2] (CD@[P1] (eight@[P0] (PP:ADJ>NP:COMP^1 )) ) ) ) (RB:ADJ@[A6] (o'clock*NP:COMP>RB:ADJ^1@[P5] (NP:COMP>RB:ADJ*@[S4] ) ) ) ) ) ) ) )
1;10;297;(S>VP:COMP^1 (S>MD:HD^1@[P8] (S>NP:SBJ@[P4] (NP:SBJ@[P3] (PP:HD@[P2] (I*START^1@[P1] (START*@[S0] ) ) ) ) ) (MD:HD@[A7] (will*S>MD:HD^1@[P6] (S>MD:HD*@[S5] ) ) ) ) (=== (meet*S>VP:COMP^1@[P10] (S>VP:COMP*@[S9] ) ) ) )
1;10;201;(S>NP:COMP^1 (S>NP:SBJ^1@[P8] (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A7] (EX:HD@[P6] (there*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) (=== (one*S>NP:COMP^1@[P10] (S>NP:COMP*@[S9] ) ) ) )
1;26;632;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (no*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>ADVP:ADJ^1 (S>AP:COMP^1@[P25] (S>VBZ:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (VBZ:HD@[A12] (is*S>VBZ:HD^1@[P11] (S>VBZ:HD*@[S10] ) ) ) ) (AP:COMP@[A24] (AP:COMP>JJ:HD^1@[P23] (AP:COMP>DGP:SPR@[P19] (DGP:SPR@[P18] (DG:HD@[P17] (RB@[P16] (no*S>AP:COMP^1@[P15] (S>AP:COMP*@[S14] ) ) ) ) ) ) (JJ:HD@[A22] (good*AP:COMP>JJ:HD^1@[P21] (AP:COMP>JJ:HD*@[S20] ) ) ) ) ) ) ( )) ) )
1;5;53;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] ("ah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (what*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) )
1;5;242;(TOP>PUNC^1 (TOP>ADVP@[P4] (ADVP@[P3] (RB:HD@[P2] (there*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;5;222;(TOP>PUNC^1 (TOP>UH@[P0] (TOP>ADVP )(UH )) (PUNC@[A3] (.*TOP>PUNC^1@[P2] (TOP>PUNC*@[S1] ) ) ) )
1;11;323;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (no*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (=== (will*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) ) )
1;3;456;(NP:SBJ>ONUM:HD^1 (NP:SBJ>DTP:SPR@[P1] (DTP:SPR@[P0] (DT )) ) (=== (1capN_dashN_slshN_alfY_digN_sfx:th*NP:SBJ>ONUM:HD^1@[P3] (NP:SBJ>ONUM:HD*@[S2] ) ) ) )
1;17;85;(SUGG>S:COMP^1 (SUGG>RB^1@[P16] (SUGG>WRB^1@[P12] (SUGG>,:PAR^1@[P8] (SUGG>ADVP:ADJ@[P4] (ADVP:ADJ@[P3] (RB:HD@[P2] (so*START^1@[P1] (START*@[S0] ) ) ) ) ) (,:PAR@[A7] (,*SUGG>,:PAR^1@[P6] (SUGG>,:PAR*@[S5] ) ) ) ) (WRB@[A11] (how*SUGG>WRB^1@[P10] (SUGG>WRB*@[S9] ) ) ) ) (RB@[A15] (about*SUGG>RB^1@[P14] (SUGG>RB*@[S13] ) ) ) ) ( ))
1;13;789;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>,:PAR^1 (S>VBZ:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (PP:HD@[P6] (it*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (VBZ:HD@[A11] (is*S>VBZ:HD^1@[P10] (S>VBZ:HD*@[S9] ) ) ) ) ( )) ) )
1;9;919;(NP (NP>RB:ADJ^1@[P8] (NP>CNUM:HD@[P4] (CNUM:HD@[P3] (CD@[P2] (one*START^1@[P1] (START*@[S0] ) ) ) ) ) (RB:ADJ@[A7] (o'clock*NP>RB:ADJ^1@[P6] (NP>RB:ADJ*@[S5] ) ) ) ) )
1;13;773;(SUGG>PP:COMP^1 (SUGG>,:PAR^1@[P11] (SUGG>RB^1@[P7] (SUGG>WP@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) (RB@[A6] (about*SUGG>RB^1@[P5] (SUGG>RB*@[S4] ) ) ) ) (,:PAR@[A10] (,*SUGG>,:PAR^1@[P9] (SUGG>,:PAR*@[S8] ) ) ) ) (=== (like*SUGG>PP:COMP^1@[P13] (SUGG>PP:COMP*@[S12] ) ) ) )
1;17;914;(TOP>PUNC^1 (TOP>S@[P16] (S@[P15] (S>NP:SBJ^1@[P14] (S>VBZ:HD^1@[P9] (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (NP:SBJ@[A13] (PP:HD@[P12] (it*S>NP:SBJ^1@[P11] (S>NP:SBJ*@[S10] ) ) ) ) ) ) ) ( ))
1;5;351;(S>VP:COMP^1 (S>RB:ADJ@[P3] (S>MD:HD )(RB:ADJ@[A2] (not*S>RB:ADJ^1@[P1] (S>RB:ADJ*@[S0] ) ) ) ) (=== (have*S>VP:COMP^1@[P5] (S>VP:COMP*@[S4] ) ) ) )
1;4;66;(NP:SBJ>RB:ADJ^1 (NP:SBJ>CNUM:HD@[P3] (CNUM:HD@[P2] (CD@[P1] (two@[P0] (S>NP:SBJ^1 )) ) ) ) ( ))
1;10;903;(PP>NP:COMP^1 (PP>IN:HD@[P3] (IN:HD@[P2] (in*START^1@[P1] (START*@[S0] ) ) ) ) (=== (NP:COMP>,:PAR^1 (NP:COMP>DTP:SPR@[P9] (DTP:SPR@[P8] (DT@[P7] (DT@[P6] (the*PP>NP:COMP^1@[P5] (PP>NP:COMP*@[S4] ) ) ) ) ) ) ( )) ) )
1;3;9;(VP:COMP>AP:COMP (VP:COMP>,:PAR )(AP:COMP@[A2] (JJ:HD@[P1] (unk@[P0] (VP:COMP>AP:COMP^1 )) ) ) )
1;8;414;(S>VP:COMP^1 (S>MD:HD@[P2] (S>NP:SBJ )(MD:HD@[A1] (will@[P0] (S>MD:HD^1 )) ) ) (=== (VP:COMP>NP:ADJ^1 (VP:COMP>VB:HD@[P6] (VB:HD@[P5] (leave*S>VP:COMP^1@[P4] (S>VP:COMP*@[S3] ) ) ) ) (=== (Monday*VP:COMP>NP:ADJ^1@[P8] (VP:COMP>NP:ADJ*@[S7] ) ) ) ) ) )
1;26;546;(S>PP:COMP^1 (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (sounds*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) (=== (PP:COMP>NP:COMP^1 (PP:COMP>IN:HD@[P13] (IN:HD@[P12] (like*S>PP:COMP^1@[P11] (S>PP:COMP*@[S10] ) ) ) ) (=== (NP:COMP>NN:HD^1 (NP:COMP>AP:ADJ^1@[P24] (NP:COMP>DTP:SPR@[P19] (DTP:SPR@[P18] (DT@[P17] (DT@[P16] (a*PP:COMP>NP:COMP^1@[P15] (PP:COMP>NP:COMP*@[S14] ) ) ) ) ) ) (AP:ADJ@[A23] (JJ:HD@[P22] (good*NP:COMP>AP:ADJ^1@[P21] (NP:COMP>AP:ADJ*@[S20] ) ) ) ) ) (=== (plan*NP:COMP>NN:HD^1@[P26] (NP:COMP>NN:HD*@[S25] ) ) ) ) ) ) ) )
1;15;640;(TOP>DTP^1 (TOP>S^1@[P14] (TOP>UH@[P3] (UH@[P2] (well*START^1@[P1] (START*@[S0] ) ) ) ) (S@[A13] (S>VBZ:HD^1@[P12] (S>NP:SBJ@[P8] (NP:SBJ@[P7] (EX:HD@[P6] (there*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) (VBZ:HD@[A11] (is*S>VBZ:HD^1@[P10] (S>VBZ:HD*@[S9] ) ) ) ) ) ) ( ))
1;11;3;(S>S^1 (S>CNJ@[P4] (CNJ@[P3] (CC@[P2] (and*START^1@[P1] (START*@[S0] ) ) ) ) ) (=== (S>MD:HD^1 (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PP:HD@[P7] (we*S>S^1@[P6] (S>S*@[S5] ) ) ) ) ) (=== (will*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) ) )
1;8;913;(TOP>S^1 (TOP>UH^1@[P7] (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (UH@[A6] (well*TOP>UH^1@[P5] (TOP>UH*@[S4] ) ) ) ) ( ))
1;4;470;(NP (CNUM:HD@[P3] (CD@[P2] (two*START^1@[P1] (START*@[S0] ) ) ) ) )
1;5;315;(TOP>NP^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (I*TOP>NP^1@[P5] (TOP>NP*@[S4] ) ) ) )
1;5;356;(S>RB:ADJ^1 (S>VBP:HD^1@[P4] (S>ADVP:FLQ@[P0] (ADVP:FLQ )) (VBP:HD@[A3] (do*S>VBP:HD^1@[P2] (S>VBP:HD*@[S1] ) ) ) ) ( ))
1;22;313;(TOP>S^1 (TOP>S@[P11] (S@[P10] (S>VBZ:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (VBZ:HD@[A8] (is*S>VBZ:HD^1@[P7] (S>VBZ:HD*@[S6] ) ) ) ) ) ) (=== (S>NP:COMP^1 (S>VBZ:HD^1@[P21] (S>NP:SBJ@[P17] (NP:SBJ@[P16] (PR@[P15] (DT@[P14] (that*TOP>S^1@[P13] (TOP>S*@[S12] ) ) ) ) ) ) (VBZ:HD@[A20] (is*S>VBZ:HD^1@[P19] (S>VBZ:HD*@[S18] ) ) ) ) ( )) ) )
1;11;569;(S>NP:COMP^1 (S>NP:SBJ^1@[P9] (S>VBZ:HD@[P3] (VBZ:HD@[P2] (is*START^1@[P1] (START*@[S0] ) ) ) ) (NP:SBJ@[A8] (PR@[P7] (DT@[P6] (that*S>NP:SBJ^1@[P5] (S>NP:SBJ*@[S4] ) ) ) ) ) ) (=== (the*S>NP:COMP^1@[P11] (S>NP:COMP*@[S10] ) ) ) )
1;12;409;(TOP>PUNC^1 (TOP>S@[P7] (TOP>UH )(S@[A6] (S>VP:COMP@[P5] (S>NP:COMP )(VP:COMP@[A4] (VP:COMP>NP:COMP@[P3] (VP:COMP>VB:HD )(NP:COMP@[A2] (PP:HD@[P1] (it@[P0] (VP:COMP>NP:COMP^1 )) ) ) ) ) ) ) ) (PUNC@[A10] (.*TOP>PUNC^1@[P9] (TOP>PUNC*@[S8] ) ) ) )
1;5;763;(TOP>S^1 (TOP>VP@[P4] (VP@[P3] (VB:HD@[P2] (see*START^1@[P1] (START*@[S0] ) ) ) ) ) ( ))
1;3;320;(TOP>S^1 (TOP>S@[P1] (TOP>UH )(S@[A0] (S>VBZ:HD ) ) ) (=== (it*TOP>S^1@[P3] (TOP>S*@[S2] ) ) ) )
1;10;862;(TOP>UH^1 (TOP>NP@[P9] (NP@[P8] (NP>PP:HD^1@[P7] (NP>RB:ADJ@[P3] (RB:ADJ@[P2] (not*START^1@[P1] (START*@[S0] ) ) ) ) (PP:HD@[A6] (me*NP>PP:HD^1@[P5] (NP>PP:HD*@[S4] ) ) ) ) ) ) ( ))
1;7;355;(S>ADVP:ADJ^1 (S>RB:ADJ^1@[P6] (S>MD:HD@[P2] (S>NP:SBJ )(MD:HD@[A1] (can@[P0] (S>MD:HD^1 )) ) ) (RB:ADJ@[A5] (not*S>RB:ADJ^1@[P4] (S>RB:ADJ*@[S3] ) ) ) ) ( ))
1;11;173;(TOP>ADVP^1 (TOP>ADVP^1@[P10] (TOP>ADVP@[P5] (ADVP@[P4] (PR@[P3] (WRB@[P2] (how*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (ADVP@[A9] (RB:HD@[P8] (about*TOP>ADVP^1@[P7] (TOP>ADVP*@[S6] ) ) ) ) ) ( ))
1;23;746;(TOP>S^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (S>VP:COMP^1 (S>MD:HD^1@[P13] (S>NP:SBJ@[P9] (NP:SBJ@[P8] (PR@[P7] (DT@[P6] (that*TOP>S^1@[P5] (TOP>S*@[S4] ) ) ) ) ) ) (MD:HD@[A12] (will*S>MD:HD^1@[P11] (S>MD:HD*@[S10] ) ) ) ) (=== (VP:COMP (VP:COMP>AP:COMP^1@[P22] (VP:COMP>VB:HD@[P17] (VB:HD@[P16] (be*S>VP:COMP^1@[P15] (S>VP:COMP*@[S14] ) ) ) ) (AP:COMP@[A21] (JJ:HD@[P20] (fine*VP:COMP>AP:COMP^1@[P19] (VP:COMP>AP:COMP*@[S18] ) ) ) ) ) ) ) ) ) )
1;9;426;(TOP>PUNC^1 (TOP>S@[P4] (S@[P3] (S>S@[P2] (S>CNJ )(S@[A1] (S>VP:COMP@[P0] (S>NP:SBJ )(VP:COMP )) ) ) ) ) (PUNC@[A7] (.*TOP>PUNC^1@[P6] (TOP>PUNC*@[S5] ) ) ) )
1;13;661;(TOP>VP^1 (TOP>UH@[P3] (UH@[P2] (yeah*START^1@[P1] (START*@[S0] ) ) ) ) (=== (VP>PP:COMP^1 (VP>AP:COMP^1@[P12] (VP>VBZ:HD@[P7] (VBZ:HD@[P6] (sounds*TOP>VP^1@[P5] (TOP>VP*@[S4] ) ) ) ) (AP:COMP@[A11] (JJ:HD@[P10] (good*VP>AP:COMP^1@[P9] (VP>AP:COMP*@[S8] ) ) ) ) ) ( )) ) )
1;23;496;(TOP>S^1 (TOP>S@[P22] (S@[P21] (S>VP:COMP^1@[P20] (S>MD:HD^1@[P9] (S>NP:SBJ@[P5] (NP:SBJ@[P4] (PR@[P3] (DT@[P2] (that*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (MD:HD@[A8] (would*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) ) (VP:COMP@[A19] (VP:COMP>AP:COMP^1@[P18] (VP:COMP>VB:HD@[P13] (VB:HD@[P12] (be*S>VP:COMP^1@[P11] (S>VP:COMP*@[S10] ) ) ) ) (AP:COMP@[A17] (JJ:HD@[P16] (fine*VP:COMP>AP:COMP^1@[P15] (VP:COMP>AP:COMP*@[S14] ) ) ) ) ) ) ) ) ) ( ))
1;9;782;(S>AP:COMP (S>RB:ADJ )(AP:COMP@[A8] (AP:COMP>JJ:HD^1@[P7] (AP:COMP>DGP:SPR@[P3] (DGP:SPR@[P2] (DG:HD@[P1] (RB@[P0] (so )) ) ) ) (JJ:HD@[A6] (good*AP:COMP>JJ:HD^1@[P5] (AP:COMP>JJ:HD*@[S4] ) ) ) ) ) )
1;6;172;(S>NP:SBJ^1 (S>NP:FLQ@[P5] (NP:FLQ@[P4] (PR@[P3] (WP@[P2] (what*START^1@[P1] (START*@[S0] ) ) ) ) ) ) ( ))
1;7;793;(S>MD:HD^1 (S>ADVP:FLQ@[P5] (ADVP:FLQ@[P4] (PR@[P3] (WRB@[P2] (when*START^1@[P1] (START*@[S0] ) ) ) ) ) ) (=== (would*S>MD:HD^1@[P7] (S>MD:HD*@[S6] ) ) ) )
1;8;525;(TOP>PUNC^1 (TOP>S@[P3] (S@[P2] (S>S@[P1] (S>CNJ )(S@[A0] (S>MD:HD ) ) ) ) ) (PUNC@[A6] (.*TOP>PUNC^1@[P5] (TOP>PUNC*@[S4] ) ) ) )
1;6;240;(TOP>PUNC^1 (TOP>S@[P1] (S@[P0] (S>S )) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
1;6;515;(TOP>PUNC^1 (TOP>VP@[P1] (TOP>UH )(VP@[A0] (VP>PP:COMP ) ) ) (PUNC@[A4] (.*TOP>PUNC^1@[P3] (TOP>PUNC*@[S2] ) ) ) )
